year,km_driven,fuel,transmission,owner,mileage,engine,max_power,seats,selling_price
2021,55290,CNG,Manual,Third Owner,12,2160,57,4,10694040
2017,77793,Diesel,Automatic,Third Owner,23,1758,51,7,10538553
2007,41051,Diesel,Manual,Second Owner,18,2626,74,4,10833928
2013,20909,Diesel,Manual,Third Owner,20,2998,194,6,11121152
2021,82338,Diesel,Automatic,First Owner,23,2998,82,4,10889740
2021,78432,Diesel,Manual,Second Owner,23,923,117,6,10293374
2020,33133,Diesel,Automatic,Third Owner,20,2694,134,4,10975811
2017,187643,Diesel,Automatic,Second Owner,11,2163,106,5,10461527
2021,84062,Diesel,Automatic,Second Owner,10,2552,103,5,10851293
2008,186980,Diesel,Manual,Third Owner,19,1458,132,7,10231302
2016,147350,Petrol,Manual,First Owner,19,2385,142,5,10595385
2013,116546,Diesel,Manual,First Owner,21,1780,91,4,10466009
2016,56458,Petrol,Manual,Second Owner,18,2280,56,5,10684625
2013,192854,CNG,Automatic,Third Owner,16,1524,72,5,10206310
2011,60415,Petrol,Automatic,Third Owner,19,2353,111,4,10715171
2018,59160,CNG,Automatic,First Owner,22,1445,187,7,10628539
2019,59399,Petrol,Manual,Third Owner,20,2626,120,7,10890350
2020,30298,CNG,Automatic,Third Owner,10,2349,84,7,10865258
2009,158263,Petrol,Manual,Second Owner,13,2911,116,6,10685447
2007,193036,Petrol,Automatic,Third Owner,19,2216,107,7,10387593
2016,169164,CNG,Automatic,Third Owner,22,2498,89,4,10542000
2008,94407,Diesel,Automatic,Third Owner,12,1317,197,7,10418266
2020,67513,Diesel,Manual,First Owner,20,1128,41,4,10357794
2011,56097,Diesel,Automatic,First Owner,16,1489,160,6,10535975
2017,166351,Diesel,Automatic,Second Owner,14,1278,73,5,10213604
2014,150476,Diesel,Manual,First Owner,18,1190,55,4,10167822
2011,40198,Petrol,Automatic,First Owner,20,1211,163,6,10459812
2018,54997,Diesel,Automatic,First Owner,12,2081,103,6,10724699
2009,136639,Petrol,Manual,First Owner,20,1668,194,5,10486911
2007,197104,CNG,Manual,Second Owner,15,1306,104,4,10111451
2015,7179,Diesel,Manual,Third Owner,19,2522,52,7,10909236
2015,7019,Diesel,Manual,Third Owner,11,2743,79,6,10968068
2022,86455,Diesel,Automatic,Third Owner,12,1757,199,7,10702474
2019,154776,Diesel,Automatic,Second Owner,13,2562,106,4,10652563
2016,154102,Petrol,Manual,First Owner,15,2534,53,4,10595880
2013,131883,Petrol,Automatic,Second Owner,20,1562,159,5,10466732
2014,74445,Petrol,Automatic,Second Owner,10,2300,159,7,10788007
2016,78551,CNG,Manual,Second Owner,24,2653,97,4,10775959
2021,8420,Petrol,Automatic,Third Owner,24,2528,131,5,11007088
2010,64875,Diesel,Automatic,First Owner,15,2966,85,6,10853851
2011,183725,CNG,Automatic,Third Owner,13,2514,129,7,10600255
2018,21740,CNG,Manual,Second Owner,17,2559,165,5,10961637
2017,70263,Diesel,Automatic,Second Owner,18,2142,149,5,10745531
2012,110789,Diesel,Automatic,Third Owner,17,2218,154,6,10685890
2014,24465,Diesel,Automatic,Third Owner,17,2436,160,5,10888852
2013,187504,Diesel,Manual,Third Owner,22,1349,72,5,10179476
2022,9131,Petrol,Manual,First Owner,22,2805,85,6,10968363
2006,15652,CNG,Automatic,Third Owner,11,2983,121,5,10989903
2009,183219,Diesel,Automatic,First Owner,23,1558,164,7,10295060
2009,52671,Petrol,Manual,First Owner,19,1123,93,4,10364643
2010,94342,Diesel,Manual,Third Owner,11,2725,105,5,10735437
2012,24171,Petrol,Manual,Second Owner,15,910,171,5,10463333
2020,191764,Diesel,Manual,Second Owner,24,2623,93,4,10557379
2017,63541,Diesel,Automatic,First Owner,14,1938,153,5,10705006
2005,14470,Diesel,Manual,First Owner,15,2520,43,6,10807820
2021,197416,Petrol,Manual,First Owner,18,1523,184,7,10379908
2011,49308,Diesel,Manual,Second Owner,21,2307,119,6,10793628
2017,186711,Petrol,Manual,First Owner,19,1566,112,4,10250479
2008,157398,Petrol,Automatic,First Owner,16,1631,190,6,10361292
2008,140669,CNG,Automatic,Second Owner,14,2960,66,7,10718901
2010,107840,Petrol,Automatic,Third Owner,19,2093,64,5,10568000
2016,166860,Petrol,Automatic,Second Owner,16,974,132,6,10158438
2011,54477,Petrol,Manual,Third Owner,17,2645,191,5,10945909
2014,113261,Petrol,Automatic,Third Owner,20,2026,119,5,10555375
2011,107466,Petrol,Automatic,First Owner,21,2758,131,7,10832249
2007,38071,CNG,Manual,First Owner,10,925,59,7,10327536
2017,197995,Diesel,Automatic,Third Owner,19,1794,92,5,10342080
2017,75560,CNG,Automatic,First Owner,20,2290,122,7,10745693
2022,193564,CNG,Automatic,Third Owner,20,2651,113,5,10604388
2012,167842,Diesel,Manual,First Owner,16,998,193,5,10249167
2013,81762,Petrol,Manual,Second Owner,13,2022,169,6,10726845
2011,171471,Diesel,Manual,Third Owner,14,1486,42,5,10149994
2005,193511,Petrol,Automatic,Third Owner,22,2276,142,4,10452392
2007,180487,Diesel,Manual,First Owner,11,1581,105,7,10215095
2017,148641,CNG,Manual,Second Owner,19,1740,192,4,10459147
2021,7369,Petrol,Automatic,First Owner,14,1617,148,4,10693431
2005,114963,CNG,Manual,Second Owner,18,2870,54,6,10721618
2010,5528,Petrol,Automatic,First Owner,10,1436,174,4,10639098
2010,113806,Diesel,Automatic,Third Owner,12,1510,167,7,10440323
2016,166386,Diesel,Manual,Second Owner,13,2058,121,5,10464396
2017,107979,Diesel,Automatic,Second Owner,18,1721,110,7,10467874
2017,154119,Diesel,Automatic,First Owner,11,2476,80,6,10550961
2019,24748,Diesel,Automatic,Second Owner,16,918,165,6,10521550
2020,40109,CNG,Manual,First Owner,18,1863,162,5,10760038
2015,18919,CNG,Automatic,Second Owner,21,1059,72,4,10412189
2009,52498,Petrol,Manual,First Owner,19,1555,190,5,10574014
2008,60808,CNG,Manual,First Owner,13,805,103,4,10258869
2007,75441,Petrol,Automatic,First Owner,14,865,173,4,10352817
2022,118843,Petrol,Automatic,Third Owner,21,1969,102,4,10598158
2019,79420,CNG,Automatic,Second Owner,21,828,165,4,10340865
2013,164978,CNG,Automatic,Third Owner,21,2466,192,4,10662723
2021,112447,Petrol,Automatic,Third Owner,19,1459,47,5,10376369
2018,71896,CNG,Manual,Third Owner,13,1699,132,6,10595721
2019,108431,CNG,Manual,Third Owner,21,1703,67,6,10458158
2005,158018,CNG,Automatic,Second Owner,16,1160,92,6,10180347
2007,52020,Diesel,Manual,Second Owner,17,2418,159,5,10830508
2020,27161,Diesel,Manual,Third Owner,17,2747,163,7,11054741
2015,32738,Petrol,Manual,Second Owner,24,2873,94,5,10924629
2016,139997,CNG,Automatic,Second Owner,23,2918,182,6,10868114
2014,144535,Petrol,Manual,First Owner,23,1912,93,7,10450850
2020,62153,CNG,Manual,Second Owner,24,976,100,4,10395544
2012,66009,Diesel,Manual,Third Owner,12,2874,136,6,10937621
2010,92938,CNG,Automatic,Second Owner,11,2112,93,6,10545970
2016,104546,CNG,Manual,Third Owner,15,1374,68,4,10315223
2012,177624,CNG,Automatic,Second Owner,21,1330,120,7,10215608
2008,61271,Diesel,Manual,Third Owner,10,1292,148,4,10438095
2012,14797,Diesel,Automatic,Second Owner,21,2061,66,4,10761114
2022,91130,Diesel,Manual,Second Owner,18,1960,154,5,10642564
2009,76942,Petrol,Automatic,Second Owner,16,1986,179,4,10693410
2013,123065,CNG,Manual,Third Owner,17,1646,165,6,10510170
2008,18965,Diesel,Automatic,First Owner,16,1092,62,6,10438656
2021,18733,Petrol,Automatic,Third Owner,14,1851,89,6,10745248
2013,189295,Diesel,Manual,Second Owner,14,1055,114,7,10107824
2005,132182,CNG,Manual,Third Owner,16,1704,127,6,10426136
2017,162998,Petrol,Automatic,Second Owner,16,2575,194,4,10703154
2020,164855,Diesel,Automatic,Second Owner,11,2578,98,5,10608977
2017,88360,Diesel,Manual,First Owner,11,1464,48,6,10359607
2018,172466,Petrol,Automatic,Second Owner,16,1064,72,7,10144306
2007,113378,Petrol,Manual,Second Owner,14,2780,109,4,10716170
2010,33287,Petrol,Manual,Second Owner,11,2387,45,4,10733258
2022,87104,Petrol,Automatic,First Owner,24,1200,171,7,10457920
2009,166508,Petrol,Manual,Third Owner,10,1576,42,5,10242890
2019,91916,Diesel,Automatic,First Owner,18,2014,180,7,10660889
2006,8188,Petrol,Manual,Third Owner,20,1947,65,5,10657297
2014,96205,Petrol,Manual,Second Owner,17,2254,73,7,10602707
2022,102349,CNG,Manual,Third Owner,11,1673,86,4,10447367
2017,142837,Diesel,Manual,Third Owner,11,2368,175,6,10675161
2009,187698,CNG,Manual,Third Owner,12,1173,115,6,10091468
2005,146879,Diesel,Manual,Third Owner,13,1994,175,5,10522637
2005,15204,Diesel,Manual,Second Owner,18,1661,186,4,10638083
2022,194016,Diesel,Manual,First Owner,21,1100,71,6,10077159
2019,47120,Petrol,Manual,Third Owner,15,2319,60,7,10740017
2021,107903,CNG,Manual,Second Owner,12,2949,190,4,10956252
2015,158730,Diesel,Manual,Second Owner,23,2857,130,4,10731856
2021,42081,Diesel,Manual,Second Owner,24,925,128,6,10406024
2017,39986,Diesel,Automatic,Second Owner,17,1182,110,7,10488769
2005,84322,CNG,Automatic,Third Owner,15,1249,81,7,10289547
2006,99819,Diesel,Manual,First Owner,17,1322,74,6,10272035
2013,135015,CNG,Manual,Second Owner,19,2654,169,7,10774901
2007,55304,CNG,Automatic,First Owner,21,1809,145,6,10611640
2005,70592,Petrol,Manual,First Owner,11,1741,115,5,10472605
2020,63548,Diesel,Manual,First Owner,24,1072,91,5,10343585
2010,103447,Diesel,Manual,Second Owner,17,2812,56,4,10716331
2021,44986,CNG,Automatic,Second Owner,20,1301,125,6,10527930
2009,79095,CNG,Manual,Second Owner,14,2050,48,7,10510043
2009,96594,Petrol,Automatic,First Owner,19,2614,42,7,10704877
2010,93281,Diesel,Automatic,Second Owner,23,2406,61,6,10601259
2007,71151,CNG,Manual,Second Owner,24,1996,75,4,10541220
2009,78598,Diesel,Automatic,First Owner,23,1856,57,6,10533336
2009,33214,Diesel,Automatic,Second Owner,21,1612,120,7,10596421
2014,43745,Diesel,Automatic,Third Owner,13,2706,66,6,10876533
2014,178620,CNG,Manual,Third Owner,12,2678,157,7,10662167
2021,146753,Diesel,Manual,Third Owner,21,1340,135,7,10344439
2018,143056,CNG,Automatic,Third Owner,18,1317,180,6,10407456
2013,163651,Petrol,Manual,First Owner,19,1734,56,5,10344999
2018,95810,Petrol,Automatic,Second Owner,16,932,100,7,10273269
2005,191005,CNG,Manual,Third Owner,16,2943,185,7,10743492
2017,163471,Diesel,Manual,Third Owner,15,1223,56,4,10152864
2017,167553,Petrol,Automatic,Second Owner,18,1657,87,7,10325284
2008,5944,Petrol,Manual,First Owner,12,881,55,6,10306794
2005,98993,CNG,Automatic,Third Owner,23,2552,192,5,10804091
2021,14114,CNG,Manual,Second Owner,10,1715,66,7,10664573
2012,44846,CNG,Automatic,Second Owner,16,2466,53,5,10734414
2006,37596,CNG,Manual,Third Owner,18,2663,131,4,10864128
2012,109087,CNG,Automatic,Third Owner,24,1165,150,6,10346715
2011,11907,CNG,Manual,Second Owner,15,2648,155,7,11011661
2006,164186,CNG,Manual,Second Owner,19,1916,156,5,10438073
2007,30009,Diesel,Automatic,Third Owner,11,2918,89,7,10939796
2022,89846,Diesel,Manual,Third Owner,22,1125,68,5,10322885
2016,55241,Diesel,Automatic,Third Owner,17,2330,67,4,10768727
2005,171797,Diesel,Manual,Third Owner,18,2149,188,5,10537940
2016,23996,Petrol,Automatic,First Owner,19,1870,191,7,10763530
2009,142119,Diesel,Automatic,Second Owner,24,2553,85,6,10636684
2021,33767,Petrol,Automatic,Third Owner,17,2936,99,5,11007517
2020,21347,Petrol,Automatic,Second Owner,18,2050,138,5,10800276
2019,107063,Petrol,Automatic,Third Owner,10,2220,187,6,10743812
2019,29102,CNG,Automatic,First Owner,12,2575,91,7,10859512
2009,9263,Petrol,Automatic,Second Owner,12,1725,189,5,10706060
2018,113585,Petrol,Automatic,First Owner,23,969,107,4,10220704
2006,72438,Petrol,Manual,Second Owner,18,2188,183,7,10753480
2015,101359,CNG,Manual,First Owner,12,2055,188,5,10709970
2011,166612,Diesel,Manual,Third Owner,24,1419,101,4,10265309
2010,135251,Diesel,Manual,Third Owner,23,2056,188,4,10607027
2006,199841,Petrol,Automatic,First Owner,19,1481,143,6,10266237
2010,176915,Petrol,Automatic,Third Owner,10,2884,178,7,10702315
2022,32690,Diesel,Manual,First Owner,12,2225,159,4,10882878
2006,7994,Diesel,Manual,First Owner,11,1810,76,5,10608140
2022,108533,Diesel,Automatic,Second Owner,18,1225,163,7,10458123
2019,72546,Diesel,Manual,First Owner,23,2728,61,6,10854102
2006,143449,Petrol,Automatic,Second Owner,10,1016,60,4,10076287
2010,83572,Petrol,Manual,First Owner,20,1409,184,4,10516067
2005,31467,Petrol,Automatic,Second Owner,11,1157,75,4,10362107
2019,136120,Diesel,Automatic,Second Owner,10,985,181,5,10340645
2014,173050,CNG,Manual,Third Owner,18,1524,198,7,10334908
2021,52606,Diesel,Manual,Second Owner,16,1669,171,5,10710887
2009,103112,Diesel,Automatic,Second Owner,23,1623,173,4,10461952
2008,78414,CNG,Manual,First Owner,22,2567,124,6,10787352
2014,98145,CNG,Manual,Second Owner,10,2777,77,5,10740378
2021,185294,Diesel,Automatic,Third Owner,22,1478,118,6,10293639
2014,53115,CNG,Manual,First Owner,22,1984,172,5,10692421
2021,94606,CNG,Manual,Second Owner,19,1083,63,6,10340058
2009,45647,CNG,Automatic,First Owner,21,983,57,6,10256204
2006,59607,Diesel,Automatic,First Owner,15,2989,132,4,10938949
2010,193482,Diesel,Automatic,First Owner,14,2419,199,4,10582483
2006,26996,CNG,Manual,First Owner,19,1030,110,7,10403821
2017,190993,Petrol,Automatic,First Owner,23,1534,141,4,10347002
2015,88697,CNG,Manual,Second Owner,24,957,129,7,10350333
2015,51022,CNG,Manual,First Owner,20,2141,111,4,10745749
2020,45148,Diesel,Manual,First Owner,14,2008,128,6,10756819
2015,72764,Petrol,Manual,Third Owner,13,1875,197,7,10728096
2019,96901,CNG,Automatic,Third Owner,12,1826,127,4,10534977
2020,95724,Petrol,Manual,First Owner,23,2924,197,5,11028421
2015,129766,Diesel,Manual,Second Owner,22,2470,172,4,10743306
2020,13888,Petrol,Manual,Third Owner,17,2661,43,4,10913029
2012,175231,Diesel,Automatic,Third Owner,16,1839,176,5,10452011
2008,178269,CNG,Automatic,First Owner,14,1703,94,4,10313475
2012,103941,Diesel,Automatic,Second Owner,21,1688,72,7,10400405
2008,160546,Petrol,Manual,Second Owner,18,2090,154,4,10510801
2007,22333,Petrol,Manual,Third Owner,21,2129,132,4,10798446
2007,41355,Petrol,Automatic,Third Owner,16,1829,70,5,10617099
2022,134686,CNG,Automatic,Third Owner,19,1933,147,5,10549807
2009,167217,Petrol,Manual,Third Owner,11,942,122,4,10120090
2022,108170,Petrol,Automatic,Third Owner,24,2730,105,5,10772898
2014,80675,Petrol,Manual,First Owner,16,2490,187,6,10827922
2010,185926,Diesel,Automatic,First Owner,16,1006,153,5,10143372
2005,72664,Petrol,Manual,First Owner,13,965,124,7,10265122
2009,91153,Diesel,Manual,Third Owner,21,2797,75,4,10822193
2013,98616,Petrol,Manual,First Owner,21,1193,123,5,10325042
2016,40285,Diesel,Automatic,Third Owner,17,920,147,4,10456093
2018,153605,Diesel,Automatic,Second Owner,13,1212,59,7,10169699
2006,168696,CNG,Manual,Second Owner,16,2775,139,6,10669179
2021,51996,CNG,Automatic,First Owner,13,1220,85,6,10493076
2018,51947,Diesel,Manual,Second Owner,22,2529,156,4,10883121
2017,164028,Diesel,Automatic,Second Owner,17,1067,57,5,10116150
2013,56030,CNG,Automatic,Second Owner,23,2885,136,6,10932650
2019,194669,Diesel,Manual,First Owner,23,2577,185,4,10706473
2019,47443,CNG,Automatic,Second Owner,12,998,73,4,10418628
2015,133344,CNG,Automatic,First Owner,11,804,118,6,10150546
2020,70464,Petrol,Manual,Third Owner,19,2255,170,4,10800956
2021,133019,Petrol,Manual,Third Owner,15,1788,111,6,10532307
2008,140024,CNG,Manual,First Owner,16,2194,178,6,10589041
2005,192952,CNG,Manual,First Owner,16,1694,56,5,10225453
2012,188273,Diesel,Automatic,Second Owner,15,2690,86,4,10597550
2021,125454,CNG,Automatic,Third Owner,20,2950,69,6,10821151
2007,129444,CNG,Manual,Second Owner,17,2731,175,6,10768836
2019,117175,Petrol,Automatic,Third Owner,21,1449,79,5,10343775
2019,47460,CNG,Manual,Second Owner,15,2628,187,6,10954216
2018,158868,Diesel,Manual,Second Owner,24,2913,115,5,10789147
2018,167818,CNG,Manual,Third Owner,15,1378,124,6,10300747
2006,5015,Petrol,Automatic,Second Owner,12,846,195,4,10473217
2017,54757,Petrol,Automatic,Third Owner,21,1164,67,4,10357170
2018,162029,Petrol,Automatic,First Owner,11,2915,98,4,10764292
2011,86541,Petrol,Manual,Second Owner,24,872,119,5,10245838
2007,26292,CNG,Manual,Third Owner,16,2082,113,4,10688952
2019,127694,Diesel,Automatic,Third Owner,15,2822,46,5,10753206
2018,167948,Diesel,Automatic,Second Owner,10,2877,107,7,10767245
2015,196799,Diesel,Automatic,Third Owner,11,1826,63,5,10333472
2019,52046,CNG,Automatic,Second Owner,11,2344,137,7,10869785
2017,19817,CNG,Manual,Second Owner,10,2343,80,5,10780366
2022,14759,CNG,Automatic,First Owner,12,1320,93,6,10525725
2010,184504,Diesel,Automatic,First Owner,14,1200,53,5,10106260
2007,11412,CNG,Manual,First Owner,13,2487,88,6,10832464
2019,193829,CNG,Automatic,Second Owner,21,2791,102,5,10642756
2009,25504,Petrol,Automatic,Second Owner,11,2836,84,5,10896565
2014,113500,Petrol,Automatic,Third Owner,17,1453,111,7,10351644
2011,13507,Diesel,Manual,First Owner,18,1749,145,7,10719685
2021,26050,Petrol,Manual,First Owner,17,1647,46,6,10598434
2011,140892,Petrol,Automatic,Third Owner,16,2295,42,6,10467929
2016,143907,Petrol,Manual,First Owner,19,1734,127,4,10403851
2021,105153,CNG,Automatic,First Owner,11,2195,69,4,10609006
2017,18587,Petrol,Automatic,First Owner,24,1338,44,7,10532250
2008,62732,Petrol,Manual,Third Owner,24,870,143,6,10283858
2014,56921,Petrol,Automatic,First Owner,15,2305,152,4,10750465
2007,181571,CNG,Manual,Second Owner,20,2554,46,6,10525576
2013,122734,Diesel,Manual,First Owner,13,2625,169,7,10800377
2017,135104,CNG,Manual,Second Owner,14,1055,179,6,10343122
2022,142912,CNG,Automatic,First Owner,18,2994,67,7,10808397
2019,36440,Petrol,Automatic,Second Owner,22,1701,147,4,10724401
2008,40183,Diesel,Automatic,First Owner,18,1469,186,6,10617071
2019,101172,Petrol,Automatic,Second Owner,13,2683,67,6,10763728
2006,138461,Petrol,Manual,Second Owner,17,939,138,4,10169298
2019,191148,Diesel,Automatic,First Owner,20,2246,115,5,10457318
2012,119515,Diesel,Automatic,Third Owner,14,863,131,5,10202681
2012,128183,CNG,Manual,First Owner,18,2094,186,7,10663420
2021,71299,Diesel,Manual,Third Owner,11,2521,103,6,10805172
2016,120503,CNG,Automatic,Third Owner,24,1667,130,4,10421449
2014,44023,CNG,Manual,Third Owner,13,1312,156,7,10526390
2013,186101,Petrol,Automatic,Third Owner,12,1830,176,4,10416123
2009,44941,Petrol,Automatic,Third Owner,16,2216,89,5,10714671
2010,190022,Petrol,Manual,Third Owner,23,2894,49,6,10542008
2006,126677,Diesel,Manual,First Owner,11,1667,121,7,10385130
2017,81054,Diesel,Automatic,Second Owner,12,1577,49,5,10451792
2010,70363,CNG,Automatic,Second Owner,18,1825,174,5,10587552
2009,66742,CNG,Automatic,First Owner,17,1158,143,6,10447505
2005,50215,CNG,Automatic,First Owner,11,2300,199,6,10783137
2010,52857,Diesel,Automatic,First Owner,15,2738,93,6,10859120
2010,60476,CNG,Manual,Third Owner,23,2245,109,6,10701369
2020,164245,CNG,Automatic,Third Owner,12,1614,73,7,10307658
2008,145467,Diesel,Manual,Second Owner,21,1395,82,6,10222209
2015,64768,Petrol,Manual,First Owner,22,1770,165,7,10680789
2013,108591,Diesel,Manual,Second Owner,15,1026,172,6,10289865
2007,51229,CNG,Automatic,Second Owner,23,1616,186,7,10636972
2012,162711,Petrol,Automatic,Third Owner,24,2790,152,7,10734526
2009,116706,Diesel,Manual,Third Owner,14,2998,153,6,10827597
2008,67583,Petrol,Manual,Second Owner,19,2641,93,4,10765573
2010,164996,Petrol,Manual,Third Owner,13,2864,181,7,10730320
2006,131011,CNG,Manual,Third Owner,21,2712,177,7,10731657
2015,35104,Diesel,Manual,Third Owner,16,2337,88,4,10843277
2008,42594,CNG,Automatic,Second Owner,20,2269,50,7,10642043
2019,8664,Diesel,Manual,Second Owner,19,2164,198,5,10956321
2010,15528,Diesel,Automatic,Second Owner,16,1884,177,5,10729406
2021,164262,Diesel,Manual,First Owner,13,1066,60,4,10196700
2010,197233,Petrol,Manual,Second Owner,12,1920,168,4,10446337
2006,133404,Petrol,Automatic,Third Owner,13,2106,85,6,10508068
2019,37899,CNG,Automatic,Second Owner,11,2070,146,7,10767997
2015,75979,Diesel,Manual,First Owner,13,834,113,5,10331367
2012,22241,Diesel,Automatic,Third Owner,24,1585,59,4,10557194
2017,51211,Petrol,Automatic,Second Owner,13,867,60,6,10331977
2016,68472,Diesel,Manual,Second Owner,21,988,181,4,10418081
2009,36346,CNG,Manual,Third Owner,14,840,96,5,10292987
2010,86196,Diesel,Manual,Second Owner,10,1407,96,4,10417294
2008,109451,Diesel,Automatic,First Owner,11,1482,108,4,10366563
2005,107908,Petrol,Manual,Third Owner,17,1744,191,7,10510069
2021,178292,Diesel,Manual,Second Owner,17,1746,190,5,10497867
2016,154014,CNG,Automatic,Third Owner,17,2131,86,7,10540821
2019,54167,CNG,Manual,Second Owner,14,1652,180,4,10644518
